text,audit_type,source
ncr closed without qm signature (abebe k.),COMPLIANCE,hard_synthetic_v2
T68681: report problem permission raised for Yonas - ezih,SECURITY,hard_synthetic_v2
method statement still draft but signed (Mesfin),COMPLIANCE,hard_synthetic_v2
T22228: check rahel g. activity,FINANCIAL,hard_synthetic_v2
as discussed - excavator out 1 days - not returned (helen),PROJECT_RESOURCE,hard_synthetic_v2
payment run for abyssinia hire by tigist - site lay,COMPLIANCE,hard_synthetic_v2
qa plan changed post-aproval (solomon a.),REPORT_DOCUMENT,hard_synthetic_v2
contractor review score 58/100 by solomon a.,PROJECT_RESOURCE,hard_synthetic_v2
hold point skipped on foundation (mesfin),COMPLIANCE,hard_synthetic_v2
mass status edit (81 tasks) by Samuel,USER_ACTIVITY,hard_synthetic_v2
external data import by rahel g.,DATA_INTEGRITY,hard_synthetic_v2
permision raised for Helen without approval - site lay,SECURITY,hard_synthetic_v2
2026-01-17 T54772: unapproved edit to record by hanna .,DATA_INTEGRITY,hard_synthetic_v2
old spec rev deleted (biruk m.),REPORT_DOCUMENT,hard_synthetic_v2
T17836: payment run for nile const by yonas g.,FINANCIAL,hard_synthetic_v2
qty take-off altered - no co (dawit h.) | see attachment,DATA_INTEGRITY,hard_synthetic_v2
milestone 'facade' delayed (Dawit H.),PROJECT_RESOURCE,hard_synthetic_v2
data issue generator hours high vs,PROJECT_RESOURCE,hard_synthetic_v2
Lidya W. login failed from 197.64.219.9,FINANCIAL,hard_synthetic_v2
scaffold parts missing after demob (Hanna .),PROJECT_RESOURCE,hard_synthetic_v2
177 edits in under 5 min by rahel g.,USER_ACTIVITY,hard_synthetic_v2
T62393: method statement still draft but signed (Hanna A.),COMPLIANCE,hard_synthetic_v2
rebar over-ordered 31% block,PROJECT_RESOURCE,hard_synthetic_v2
2026-07-19 checklist incomplete for pour #31,COMPLIANCE,hard_synthetic_v2
T49404: samuel changed ip during session,SECURITY,hard_synthetic_v2
needs review certificate PDF swapped by,DATA_INTEGRITY,hard_synthetic_v2
unusual activity volume by Marta T.,FINANCIAL,hard_synthetic_v2
flagged item,PROJECT_RESOURCE,hard_synthetic_v2
T89417: permit submitted after work started (Samuel),REPORT_DOCUMENT,hard_synthetic_v2
2025-02-09 mass status edit (47 tasks) by biruk m.,USER_ACTIVITY,hard_synthetic_v2
subcon Horizon Mat NCR list updated by Abebe K.,PROJECT_RESOURCE,hard_synthetic_v2
duplicate invoice #6157 entered,FINANCIAL,hard_synthetic_v2
document export by tigist | please check,REPORT_DOCUMENT,hard_synthetic_v2
test results changed without approval (mesfin),DATA_INTEGRITY,hard_synthetic_v2
T25073: test results changed without approval (Lidya W.),DATA_INTEGRITY,hard_synthetic_v2
approved MS edited after acceptance (Yonas G.),REPORT_DOCUMENT,hard_synthetic_v2
"payment of ETB 594,000 approved by Sara B.",SECURITY,hard_synthetic_v2
2026-03-01 env spill report delayed (Marta T.),COMPLIANCE,hard_synthetic_v2
delivery note DN-322 edited after lock by Samuel,DATA_INTEGRITY,hard_synthetic_v2
progress report generated for alr ext (marta t.),REPORT_DOCUMENT,hard_synthetic_v2
T81698: commercial rates shared outside (Meron T.),REPORT_DOCUMENT,hard_synthetic_v2
generator hours high vs plan (meron t.),PROJECT_RESOURCE,hard_synthetic_v2
cost code changed on PO by Abebe K.,FINANCIAL,hard_synthetic_v2
measurement sheet deleted (Solomon A.),DATA_INTEGRITY,hard_synthetic_v2
checklist incomplete for pour #11,COMPLIANCE,hard_synthetic_v2
geo anomaly: mesfin appeared in two cities same day,SECURITY,hard_synthetic_v2
repeated open of restricted folder by Bereket D.,USER_ACTIVITY,hard_synthetic_v2
aproval bypassed on wo-197 by biruk m.,COMPLIANCE,hard_synthetic_v2
issue with Samuel failed authentication for Lidya,SECURITY,hard_synthetic_v2
unusual activity volume by Rahel G.,USER_ACTIVITY,hard_synthetic_v2
mesfin modified contingency on hawassa p2,FINANCIAL,hard_synthetic_v2
"expense claim ETB 193,000 from Sara B.",FINANCIAL,hard_synthetic_v2
engineer Lidya W. tried to approve payment,USER_ACTIVITY,hard_synthetic_v2
"T56681: payment of etb 538,000 approved by tigist",FINANCIAL,hard_synthetic_v2
T49690: NCR closed without QM signature (Marta T.),COMPLIANCE,hard_synthetic_v2
bulk reassign 83 tasks - no comment (Marta T.),USER_ACTIVITY,hard_synthetic_v2
need follow up - permision raised for yonas g. without approval,SECURITY,hard_synthetic_v2
Rahel G. changed IP during session,SECURITY,hard_synthetic_v2
site report late by 6 days (Marta T.) - please confirm,COMPLIANCE,hard_synthetic_v2
policy breach recorded for Hanna A.,COMPLIANCE,hard_synthetic_v2
structure slipped 4 days (Rahel G.),PROJECT_RESOURCE,hard_synthetic_v2
data issue unapproved edit to record,DATA_INTEGRITY,hard_synthetic_v2
permit submitted after work started (Yonas G.),COMPLIANCE,hard_synthetic_v2
2025-03-07 unusual activity volume by Marta T.,USER_ACTIVITY,hard_synthetic_v2
password reset requested then cancelled (Kidus A.) - ezih,COMPLIANCE,hard_synthetic_v2
205 edits in under 5 min by Meron T.,USER_ACTIVITY,hard_synthetic_v2
delivery note DN-770 edited after lock by Selam F.,DATA_INTEGRITY,hard_synthetic_v2
see attachment - rebar over-ordered 35% block A,PROJECT_RESOURCE,hard_synthetic_v2
commercial rates shared outside (selam f.),REPORT_DOCUMENT,hard_synthetic_v2
flagged item (check),DATA_INTEGRITY,hard_synthetic_v2
noted on site - progress report generated for DD Warehouse (Lidya W.),REPORT_DOCUMENT,hard_synthetic_v2
report problem Hanna A. opened finance,USER_ACTIVITY,hard_synthetic_v2
budget increased 30% on DD Warehouse by Yonas G. - ezih,FINANCIAL,hard_synthetic_v2
invoice #3009 deleted after payment (abebe k.),FINANCIAL,hard_synthetic_v2
T84406: doc export by samuel,REPORT_DOCUMENT,hard_synthetic_v2
invoice #6445 deleeted after payment (Selam F.),FINANCIAL,hard_synthetic_v2
document exprot by Mesfin,REPORT_DOCUMENT,hard_synthetic_v2
invoice #4399 created by Biruk M.,FINANCIAL,hard_synthetic_v2
role misuse flagged for henok t.,USER_ACTIVITY,hard_synthetic_v2
2026-03-01 reprot problem user list exported by,USER_ACTIVITY,hard_synthetic_v2
as discussed - contractor review score 31/100 by Solomon A.,PROJECT_RESOURCE,hard_synthetic_v2
qty take-off altered - no CO (Biruk M.) - please confirm,DATA_INTEGRITY,hard_synthetic_v2
T39523: 189 edits in under 5 min by selam f.,USER_ACTIVITY,hard_synthetic_v2
equipment checkout overdue (helen),PROJECT_RESOURCE,hard_synthetic_v2
csv import overwrote approved qty (rahel g.),DATA_INTEGRITY,hard_synthetic_v2
T59632: engineer Sara B. tried to approve payment,USER_ACTIVITY,hard_synthetic_v2
structure slipped 14 days (marta t.),PROJECT_RESOURCE,hard_synthetic_v2
odd hour login by Lidya W. at 12:00,SECURITY,hard_synthetic_v2
2025-11-09 as-built rev changed after client sign-off (Bereket D.),DATA_INTEGRITY,hard_synthetic_v2
T36654: equipment checkout overdue (Abebe K.),PROJECT_RESOURCE,hard_synthetic_v2
2026-08-06 checklist incomplete for pour #20,COMPLIANCE,hard_synthetic_v2
2026-07-04 flagged item milestone 'finishes' delayed (solomon,PROJECT_RESOURCE,hard_synthetic_v2
2026-04-03 T28699: unusual activity volume by Dawit H.,USER_ACTIVITY,hard_synthetic_v2
approved MS edited after acceptance (Biruk M.),REPORT_DOCUMENT,hard_synthetic_v2
password reset requested then cancelled (Biruk M.) | need follow up,SECURITY,hard_synthetic_v2
T60876: data issue PPE violation noted for - please confirm,COMPLIANCE,hard_synthetic_v2
PPE violation noted for crew of Sara B. | per site instruction,COMPLIANCE,hard_synthetic_v2
awaiting confirmation - invioce #4946 created by Kidus A.,FINANCIAL,hard_synthetic_v2
toolbox talk sheet missing (lidya w.) - please confirm,COMPLIANCE,hard_synthetic_v2
duplicate supplier invioce #9442,REPORT_DOCUMENT,hard_synthetic_v2
attendance history row removed by Biruk M.,DATA_INTEGRITY,hard_synthetic_v2
reprot problem method statement still draft,COMPLIANCE,hard_synthetic_v2
2026-08-22 approval bypassed on wo-437 by selam f.,COMPLIANCE,hard_synthetic_v2
problem on DD Warehouse permision raised for Rahel,SECURITY,hard_synthetic_v2
file shared to sub@con.et by kidus .,REPORT_DOCUMENT,hard_synthetic_v2
odd hour login by biruk m. at 19:00,SECURITY,hard_synthetic_v2
scaffold parts missing after demob (Tigist),PROJECT_RESOURCE,hard_synthetic_v2
contractor import replaced values (rahel g.),DATA_INTEGRITY,hard_synthetic_v2
contractor review score 50/100 by Samuel - site lay,PROJECT_RESOURCE,hard_synthetic_v2
"2026-06-20 cash advance etb 754,000 logged by meron t.",FINANCIAL,hard_synthetic_v2
"please check - cash advance ETB 174,000 logged by Tigist",FINANCIAL,hard_synthetic_v2
full cost DB exproted by Marta T.,REPORT_DOCUMENT,hard_synthetic_v2
generator hours high vs plan (Marta T.),FINANCIAL,hard_synthetic_v2
site report late by 13 days (Samuel),COMPLIANCE,hard_synthetic_v2
approved MS edited after acceptance (Kidus A.),REPORT_DOCUMENT,hard_synthetic_v2
file shared to partner@ext.com by Hanna A.,REPORT_DOCUMENT,hard_synthetic_v2
T36012: check bereket d. activity,FINANCIAL,hard_synthetic_v2
role misuse flagged for hanna .,USER_ACTIVITY,hard_synthetic_v2
payment run for nile const by hanna a. - site lay,FINANCIAL,hard_synthetic_v2
unapproved edit to record by Kidus A.,DATA_INTEGRITY,hard_synthetic_v2
Bereket D. login failed from 197.152.223.10,SECURITY,hard_synthetic_v2
"expense claim etb 843,000 from henok t.",FINANCIAL,hard_synthetic_v2
bulk delete of 50 rows by Solomon A. | see attachment,USER_ACTIVITY,hard_synthetic_v2
contractor import replaced values (sara b.),DATA_INTEGRITY,hard_synthetic_v2
flagged item suspicious login pattern detected,SECURITY,hard_synthetic_v2
odd behaviour suspicious login pattern detected,SECURITY,hard_synthetic_v2
drawing pack uploaded by sara b. - site lay,USER_ACTIVITY,hard_synthetic_v2
toolbox talk sheet missing (Hanna A.),COMPLIANCE,hard_synthetic_v2
T11785: see attachment - subcon abyssinia hire ncr list updated by getachew,PROJECT_RESOURCE,hard_synthetic_v2
urgent - PPE violation noted for crew of Samuel,COMPLIANCE,hard_synthetic_v2
T61815: progress report generated for ALR Ext (Marta T.),REPORT_DOCUMENT,hard_synthetic_v2
suspicious login pattern detected (Sara B.),SECURITY,hard_synthetic_v2
contract PDF mailed externally (Dawit H.),REPORT_DOCUMENT,hard_synthetic_v2
permit submitted after work started (Lidya W.),COMPLIANCE,hard_synthetic_v2
T44176: check Selam F. activity,DATA_INTEGRITY,hard_synthetic_v2
late submission of daily reprot (Abebe K.),COMPLIANCE,hard_synthetic_v2
2025-12-01 rebar over-ordered 47% block c,FINANCIAL,hard_synthetic_v2
failed authentication for samuel,SECURITY,hard_synthetic_v2
progress report generated for DD Warehouse (Samuel),REPORT_DOCUMENT,hard_synthetic_v2
invoice #7366 created by Samuel,FINANCIAL,hard_synthetic_v2
fuel burn above baseline (solomon .),PROJECT_RESOURCE,hard_synthetic_v2
T64931: delivery note DN-234 edited after lock by Selam F. | from the meeting,DATA_INTEGRITY,hard_synthetic_v2
T52656: budget increased 28% on Adama IP by Sara B.,FINANCIAL,hard_synthetic_v2
2026-03-23 T36042: env spill report delayed (Hanna A.) | awaiting confirmation,COMPLIANCE,hard_synthetic_v2
suspicious login pattern detected (samuel),SECURITY,hard_synthetic_v2
hold point skipped on foundation (Selam F.),COMPLIANCE,hard_synthetic_v2
T71949: QA plan changed post-approval (Solomon A.),REPORT_DOCUMENT,hard_synthetic_v2
excavator out 2 days - not returned (sara b.),PROJECT_RESOURCE,hard_synthetic_v2
"cash advance ETB 578,000 logged by Samuel",FINANCIAL,hard_synthetic_v2
check helen activity,USER_ACTIVITY,hard_synthetic_v2
measurement sheet deleeted (Tigist),DATA_INTEGRITY,hard_synthetic_v2
fuel burn above baseline (henok t.) - site lay,PROJECT_RESOURCE,hard_synthetic_v2
method statement still draft but signed (Samuel),COMPLIANCE,hard_synthetic_v2
duplicate supplier invoice #2003,DATA_INTEGRITY,hard_synthetic_v2
2025-11-06 password reset requested then cancelled (Rahel G.),SECURITY,hard_synthetic_v2
2025-05-07 geo anomaly: Sara B. appeared in two cities same day,SECURITY,hard_synthetic_v2
milestone 'finishes' delayed (Henok T.),PROJECT_RESOURCE,hard_synthetic_v2
toolbox talk sheet missing (Bereket D.),COMPLIANCE,hard_synthetic_v2
cement overuse 41% on alr ext (mesfin) - ezih,PROJECT_RESOURCE,hard_synthetic_v2
mass status edit (61 tasks) by Sara B.,USER_ACTIVITY,hard_synthetic_v2
T28353: unusual activity volume by Getachew,USER_ACTIVITY,hard_synthetic_v2
equipment checkout overdue (Biruk M.),PROJECT_RESOURCE,hard_synthetic_v2
rebar over-ordered 40% block D,PROJECT_RESOURCE,hard_synthetic_v2
168 edits in under 5 min by Selam F.,USER_ACTIVITY,hard_synthetic_v2
2026-12-26 suspicious login pattern detected (marta t.),SECURITY,hard_synthetic_v2
measurement sheet deleeted (Abebe K.),DATA_INTEGRITY,hard_synthetic_v2
budget line edit on DD Warehouse (Mesfin),FINANCIAL,hard_synthetic_v2
T53674: toolbox talk sheet missing (Selam F.),COMPLIANCE,hard_synthetic_v2
T87543: toolbox talk sheet missing (Yonas G.),COMPLIANCE,hard_synthetic_v2
QA plan changed post-aproval (Selam F.),REPORT_DOCUMENT,hard_synthetic_v2
budget line edit on Adama IP (Rahel G.),FINANCIAL,hard_synthetic_v2
cost code changed on PO by Kidus A.,FINANCIAL,hard_synthetic_v2
from the meeting - bulk delete of 46 rows by sara b.,USER_ACTIVITY,hard_synthetic_v2
duplicate invioce #7079 entered,FINANCIAL,hard_synthetic_v2
unauthorized access attempt by Solomon A.,SECURITY,hard_synthetic_v2
cement overuse 29% on Hawassa P2 (Bereket D.) | as discussed,PROJECT_RESOURCE,hard_synthetic_v2
T30618: as discussed - budget line edit on ALR Ext (Kidus A.),FINANCIAL,hard_synthetic_v2
bulk delete of 218 rows by solomon a.,USER_ACTIVITY,hard_synthetic_v2
2025-05-23 approved MS edited after acceptance (Sara B.),REPORT_DOCUMENT,hard_synthetic_v2
urgent - contractor import replaced values (selam f.),DATA_INTEGRITY,hard_synthetic_v2
from the meeting - checklist incomplete for pour #44,COMPLIANCE,hard_synthetic_v2
cement overuse 8% on ALR Ext (Mesfin),PROJECT_RESOURCE,hard_synthetic_v2
T10896: large payment released without second sign-off (Mesfin),FINANCIAL,hard_synthetic_v2
env spill report delayed (kidus a.) (check),COMPLIANCE,hard_synthetic_v2
2025-02-15 dormant account mesfin active after 4 months,USER_ACTIVITY,hard_synthetic_v2
repeated open of restricted folder by yonas g.,USER_ACTIVITY,hard_synthetic_v2
progress report generated for site 3 (helen),REPORT_DOCUMENT,hard_synthetic_v2
attendance history row removed by rahel g.,DATA_INTEGRITY,hard_synthetic_v2
data issue late submission of daily,COMPLIANCE,hard_synthetic_v2
2025-02-26 Tigist changed IP during session,SECURITY,hard_synthetic_v2
file shared to partner@ext.com by Solomon .,REPORT_DOCUMENT,hard_synthetic_v2
2026-03-10 material overuse logged on DD Warehouse | awaiting confirmation,PROJECT_RESOURCE,hard_synthetic_v2
full cost DB exproted by Abebe K.,REPORT_DOCUMENT,hard_synthetic_v2
cement overuse 48% on Bole Tower (Henok T.),PROJECT_RESOURCE,hard_synthetic_v2
QA plan changed post-approval (Hanna A.),REPORT_DOCUMENT,hard_synthetic_v2
user list exported by Hanna . after hours,USER_ACTIVITY,hard_synthetic_v2
"payment of ETB 836,000 approved by Mesfin",FINANCIAL,hard_synthetic_v2
site report late by 8 days (Bereket D.),COMPLIANCE,hard_synthetic_v2
duplicate supplier invoice #6295,COMPLIANCE,hard_synthetic_v2
contractor import replaced values (Marta T.),DATA_INTEGRITY,hard_synthetic_v2
T35381: access concern ncr closed without qm,COMPLIANCE,hard_synthetic_v2
T13817: Marta T. login failed from 197.88.37.101,SECURITY,hard_synthetic_v2
sensitive salary data viewed by Lidya W.,USER_ACTIVITY,hard_synthetic_v2
dormant account Sara B. active after 11 months,USER_ACTIVITY,hard_synthetic_v2
budget increased 6% on ALR Ext by Abebe K.,FINANCIAL,hard_synthetic_v2
2026-03-09 need follow up - measurement sheet deleted (helen),DATA_INTEGRITY,hard_synthetic_v2
approval bypassed on wo-807 by dawit h.,COMPLIANCE,hard_synthetic_v2
please investigate unusual activity volume by,USER_ACTIVITY,hard_synthetic_v2
2026-10-10 external share of project file (Solomon A.),REPORT_DOCUMENT,hard_synthetic_v2
"2026-07-20 expense claim ETB 697,000 from Solomon A.",FINANCIAL,hard_synthetic_v2
bulk delete of 62 rows by Solomon A.,PROJECT_RESOURCE,hard_synthetic_v2
mesfin changed ip during session,SECURITY,hard_synthetic_v2
issue with Hanna A.,SECURITY,hard_synthetic_v2
T93955: generator hours high vs plan (Helen) | temporary entry (check),PROJECT_RESOURCE,hard_synthetic_v2
excavator out 12 days - not returned (Sara B.),PROJECT_RESOURCE,hard_synthetic_v2
faild authentication for helen,SECURITY,hard_synthetic_v2
equipement checkout overdue (solomon a.),DATA_INTEGRITY,hard_synthetic_v2
budget increased 35% on site 3 by rahel g.,FINANCIAL,hard_synthetic_v2
2026-08-03 late submission of daily report (marta t.) - site lay,COMPLIANCE,hard_synthetic_v2
"check Tigist activity paymant of ETB 797,000",FINANCIAL,hard_synthetic_v2
T72839: rebar over-ordered 44% block A,PROJECT_RESOURCE,hard_synthetic_v2
contractor import replaced values (Hanna A.),DATA_INTEGRITY,hard_synthetic_v2
2026-07-19 equipment checkout overdue (Tigist),PROJECT_RESOURCE,hard_synthetic_v2
commercial rates shared outside (Kidus A.),REPORT_DOCUMENT,hard_synthetic_v2
suspicious login pattern detected (henok t.),SECURITY,hard_synthetic_v2
T13226: Biruk M. tried admin console - denied,SECURITY,hard_synthetic_v2
sensitive salary data viewed by Rahel G.,USER_ACTIVITY,hard_synthetic_v2
Biruk M. tried admin console - denied - please confirm,SECURITY,hard_synthetic_v2
